DACP_Place_IDNumber,Total_populatio_e,NotHispanic_White_pop_e,Hispanic_or_Latino_population_e,Not_Hispanic_or_Latino_pop_e,DAC_Population,Percent_white_not_hispanic,Percent_latino,Pop_difference
683108,1795,516,1091,704,257,28.74651810584958,60.77994428969359,1538
683494,631,602,19,612,5,95.4041204437401,3.011093502377179,626
683570,598,585,0,598,17,97.82608695652173,0,581
683724,817,405,402,415,173,49.57160342717258,49.20440636474908,644
683766,539,414,63,476,167,76.80890538033395,11.688311688311687,372
683850,879,550,70,809,2937,62.57110352673493,7.963594994311718,-2058
683863,1757,28,1712,45,2170,1.593625498007968,97.43881616391576,-413
683948,1121,1062,0,1121,2604,94.73684210526315,0,-1483
684345,789,272,494,295,633,34.47401774397972,62.61089987325729,156
684480,2008,672,1108,900,853,33.46613545816733,55.17928286852589,1155
684606,985,165,713,272,1747,16.751269035532996,72.38578680203047,-762
684680,974,130,777,197,792,13.347022587268995,79.7741273100616,182
684732,633,563,70,563,743,88.94154818325435,11.058451816745656,-110
684928,1418,1071,186,1232,1509,75.52891396332863,13.117066290550069,-91
685208,1196,528,446,750,469,44.14715719063545,37.29096989966555,727
685866,382,298,56,326,0,78.01047120418848,14.659685863874344,382
686020,445,123,98,347,151,27.640449438202246,22.02247191011236,294
686174,484,447,23,461,2043,92.35537190082644,4.75206611570248,-1559
686300,1418,211,1199,219,7452,14.880112834978842,84.55571227080395,-6034
686482,1638,70,1554,84,1961,4.273504273504273,94.87179487179486,-323
686678,960,861,56,904,242,89.6875,5.833333333333333,718
686734,1965,463,1367,598,285,23.56234096692112,69.56743002544529,1680
686912,1548,1205,195,1353,877,77.8423772609819,12.5968992248062,671
686944,2284,1640,102,2182,7675,71.80385288966725,4.46584938704028,-5391
