GEOID,Total_population_e,NotHispanic_White_pop_e,Hispanic_or_Latino_population_e,Not_Hispanic_or_Latino_pop_e,OBJECTID
15000US060730201092,1916,412,1429,487,17692
15000US060730201093,965,363,469,496,17693
15000US060730201094,1681,825,610,1071,17694
15000US060730202021,2335,320,1836,499,17695
15000US060730202022,2937,248,2540,397,17696
15000US060730202023,1865,188,1536,329,17697
15000US060730202061,1480,434,957,523,17698
15000US060730202062,1588,440,1026,562,17699
15000US060730202063,2410,453,1837,573,17700
15000US060730202071,2622,469,2034,588,17701
15000US060730202072,2563,725,1633,930,17702
15000US060730202081,2638,715,1777,861,17703
15000US060730202091,2272,606,1610,662,17704
15000US060730202092,2139,577,1109,1030,17705
15000US060730202093,896,540,287,609,17706
15000US060730202101,2494,938,953,1541,17707
15000US060730202102,2336,809,1317,1019,17708
15000US060730202111,1258,452,730,528,17709
15000US060730202112,2137,533,1548,589,17710
15000US060730202113,2037,521,1180,857,17711
15000US060730202114,1609,477,755,854,17712
15000US060730202131,1643,154,1457,186,17713
15000US060730202132,970,312,582,388,17714
15000US060730202133,1265,88,1097,168,17715
15000US060730202141,2045,552,1409,636,17716
15000US060730202142,2719,822,1699,1020,17717
15000US060730202143,1310,152,1150,160,17718
15000US060730203041,1816,1380,302,1514,17719
15000US060730203042,880,514,131,749,17720
15000US060730203043,1673,1013,336,1337,17721
15000US060730203044,2066,1226,661,1405,17722
15000US060730203051,2986,2016,302,2684,17723
15000US060730203052,1301,507,636,665,17724
15000US060730203053,1781,867,723,1058,17725
15000US060730203061,6964,4497,1239,5725,17726
15000US060730203062,2017,1125,433,1584,17727
15000US060730203071,2631,1856,369,2262,17728
15000US060730203072,1065,724,176,889,17729
15000US060730203073,2002,719,1121,881,17730
15000US060730203074,1895,1043,799,1096,17731
15000US060730203081,838,422,87,751,17732
15000US060730203082,1343,525,796,547,17733
15000US060730203083,3269,1855,862,2407,17734
15000US060730203091,2228,1406,653,1575,17735
15000US060730203092,2143,357,1505,638,17736
15000US060730204011,965,789,122,843,17737
15000US060730204012,1364,1221,85,1279,17738
15000US060730204031,2001,799,760,1241,17739
15000US060730204032,2057,1233,572,1485,17740
15000US060730204041,1260,596,439,821,17741
15000US060730204042,1713,778,517,1196,17742
15000US060730204043,1737,1226,156,1581,17743
15000US060730204051,1312,1146,93,1219,17744
15000US060730204052,1857,1481,147,1710,17745
15000US060730205001,1061,582,441,620,17746
15000US060730205002,2128,707,1365,763,17747
15000US060730205003,2380,765,1443,937,17748
15000US060730206011,1896,692,1100,796,17749
15000US060730206012,1736,281,1195,541,17750
15000US060730206013,2409,460,1913,496,17751
15000US060730206021,1295,93,1194,101,17752
15000US060730206022,1540,763,552,988,17753
15000US060730206023,1477,617,738,739,17754
15000US060730206024,1762,1091,493,1269,17755
15000US060730207051,1328,474,563,765,17756
15000US060730207052,1181,494,583,598,17757
15000US060730207053,2482,1748,574,1908,17758
15000US060730207061,2748,2269,268,2480,17759
15000US060730207062,1727,818,785,942,17760
15000US060730207063,1884,1515,77,1807,17761
15000US060730207071,3173,810,2172,1001,17762
15000US060730207072,1986,742,1019,967,17763
15000US060730207081,1864,1210,264,1600,17764
15000US060730207082,1993,982,840,1153,17765
15000US060730207091,3083,1992,607,2476,17766
15000US060730207092,1131,844,102,1029,17767
15000US060730207093,2006,1099,426,1580,17768
15000US060730207094,1816,455,827,989,17769
15000US060730207101,1638,1106,330,1308,17770
15000US060730208011,1153,599,542,611,17771
15000US060730208012,2140,1880,94,2046,17772
15000US060730208013,2056,1610,363,1693,17773
15000US060730208051,1498,899,563,935,17774
15000US060730208052,2336,1060,897,1439,17775
15000US060730208061,1597,848,685,912,17776
15000US060730208062,2403,1446,912,1491,17777
15000US060730208063,2031,1643,271,1760,17778
15000US060730208071,2756,2025,581,2175,17779
15000US060730208091,2242,1226,630,1612,17780
15000US060730208092,3787,2032,1623,2164,17781
15000US060730208093,2279,1134,812,1467,17782
15000US060730208101,934,758,127,807,17783
15000US060730208102,676,509,159,517,17784
15000US060730208103,3671,3031,503,3168,17785
15000US060730208111,1575,1260,221,1354,17786
15000US060730208112,1854,1530,134,1720,17787
15000US060730208113,2399,2001,263,2136,17788
15000US060730209021,325,251,29,296,17789
15000US060730209022,1940,1711,108,1832,17790
15000US060730209031,315,239,56,259,17791
15000US060730209032,259,100,41,218,17792
15000US060730209033,2426,1553,355,2071,17793
15000US060730209041,1064,784,193,871,17794
15000US060730209042,552,512,31,521,17795
15000US060730209043,575,499,76,499,17796
15000US060730210001,864,773,91,773,17797
15000US060730210002,694,291,386,308,17798
15000US060730210003,790,680,110,680,17799
15000US060730210004,871,613,1,870,17800
15000US060730211001,1645,474,1171,474,17801
15000US060730211002,1698,892,209,1489,17802
15000US060730211003,3546,2207,1044,2502,17803
15000US060730211004,330,163,111,219,17804
15000US060730212021,1716,1220,300,1416,17805
15000US060730212022,1518,982,480,1038,17806
15000US060730212041,2424,2199,103,2321,17807
15000US060730212042,2624,2102,442,2182,17808
15000US060730212043,772,601,69,703,17809
15000US060730212051,2721,2127,547,2174,17810
15000US060730212052,1714,1269,385,1329,17811
15000US060730212053,3102,1950,828,2274,17812
15000US060730212061,2806,2312,233,2573,17813
15000US060730213021,5270,1772,2242,3028,17814
15000US060730213022,2729,1955,719,2010,17815
15000US060730213031,1816,928,409,1407,17816
15000US060730213032,6304,2521,2150,4154,17817
15000US060730213033,743,468,275,468,17818
15000US060730213041,1488,1012,384,1104,17819
15000US060730213042,1057,709,189,868,17820
15000US060730214001,4074,2642,491,3583,17821
15000US060730214002,1751,1050,461,1290,17822
15000US060730214003,1138,854,163,975,17823
15000US060730215001,4899,2136,845,4054,17824
15000US060730215002,3233,2062,0,3233,17825
15000US060730215003,728,364,109,619,17826
15000US060730216001,2607,1625,588,2019,17827
15000US060730216002,1062,855,164,898,17828
15000US060730218001,1284,1200,35,1249,17829
15000US060730218002,1267,1017,201,1066,17830
15000US060730219001,4469,1632,1344,3125,17831
15000US060730219002,776,73,636,140,17832
15000US060730220001,1804,141,696,1108,17833
15000US060730220002,2461,176,1444,1017,17834
15000US060730221001,2360,2061,210,2150,17835
15000US060730221002,3790,1580,1599,2191,17836
15000US060730221003,3430,2424,422,3008,17837
15000US060739901000,0,0,0,0,17838
15000US060750101001,1101,473,79,1022,17839
15000US060750101002,2899,1378,381,2518,17840
15000US060750102001,1491,1092,119,1372,17841
15000US060750102002,1736,1507,48,1688,17842
15000US060750102003,1073,873,0,1073,17843
15000US060750103001,1910,1064,195,1715,17844
15000US060750103002,1263,482,331,932,17845
15000US060750103003,1168,777,32,1136,17846
15000US060750104001,683,390,11,672,17847
15000US060750104002,1678,951,134,1544,17848
15000US060750104003,1635,1062,179,1456,17849
15000US060750104004,1032,428,194,838,17850
15000US060750105001,934,450,77,857,17851
15000US060750105002,1750,920,72,1678,17852
15000US060750106001,1059,505,39,1020,17853
15000US060750106002,1278,366,82,1196,17854
15000US060750106003,1230,326,26,1204,17855
15000US060750107001,879,477,42,837,17856
15000US060750107002,1364,290,77,1287,17857
15000US060750107003,1857,196,190,1667,17858
15000US060750107004,1409,57,0,1409,17859
15000US060750108001,1299,630,63,1236,17860
15000US060750108002,1409,443,59,1350,17861
15000US060750108003,1806,876,305,1501,17862
15000US060750109001,845,716,25,820,17863
15000US060750109002,1869,1189,63,1806,17864
15000US060750109003,1733,1269,0,1733,17865
15000US060750110001,712,366,97,615,17866
15000US060750110002,1915,993,144,1771,17867
15000US060750110003,2115,951,57,2058,17868
15000US060750111001,1967,1001,109,1858,17869
15000US060750111002,1944,1056,206,1738,17870
15000US060750111003,1170,890,45,1125,17871
15000US060750112001,1476,713,72,1404,17872
15000US060750112002,1348,892,37,1311,17873
15000US060750112003,511,284,23,488,17874
15000US060750113001,1649,334,0,1649,17875
15000US060750113002,1412,307,37,1375,17876
15000US060750117001,835,295,127,708,17877
15000US060750117002,881,278,167,714,17878
15000US060750118001,1562,167,95,1467,17879
15000US060750119011,1084,720,42,1042,17880
15000US060750119012,1486,697,214,1272,17881
15000US060750119021,2186,1045,355,1831,17882
15000US060750119022,653,300,64,589,17883
15000US060750120001,1765,934,84,1681,17884
15000US060750120002,2197,786,317,1880,17885
15000US060750121001,2568,1226,384,2184,17886
15000US060750121002,1340,473,416,924,17887
15000US060750122011,2937,953,691,2246,17888
15000US060750122012,1791,649,619,1172,17889
15000US060750122021,3271,1144,900,2371,17890
15000US060750123011,1182,325,468,714,17891
15000US060750123012,1007,261,255,752,17892
15000US060750123021,1447,665,281,1166,17893
15000US060750123022,1082,393,80,1002,17894
15000US060750124011,2310,832,469,1841,17895
15000US060750124012,2283,689,778,1505,17896
15000US060750124021,1060,347,393,667,17897
15000US060750124022,873,440,90,783,17898
15000US060750124023,1735,539,267,1468,17899
15000US060750125011,2388,551,472,1916,17900
15000US060750125012,1272,479,179,1093,17901
15000US060750125021,1624,310,229,1395,17902
15000US060750125022,1961,383,411,1550,17903
15000US060750126011,2408,1841,329,2079,17904
15000US060750126021,1605,1255,70,1535,17905
15000US060750126022,1295,1067,35,1260,17906
15000US060750127001,1625,1342,30,1595,17907
15000US060750127002,1451,1179,0,1451,17908
15000US060750127003,784,560,152,632,17909
15000US060750128001,2127,1757,175,1952,17910
15000US060750128002,850,696,154,696,17911
15000US060750128003,1298,864,90,1208,17912
15000US060750128004,508,349,76,432,17913
15000US060750129011,1063,898,35,1028,17914
15000US060750129012,1668,1308,71,1597,17915
15000US060750129021,1389,976,140,1249,17916
15000US060750129022,1293,906,65,1228,17917
15000US060750129023,956,734,42,914,17918
15000US060750130001,1195,851,63,1132,17919
15000US060750130002,1000,765,18,982,17920
15000US060750130003,1606,1298,114,1492,17921
15000US060750130004,987,882,75,912,17922
15000US060750131011,1976,1450,159,1817,17923
15000US060750131012,2096,1430,168,1928,17924
15000US060750131021,1412,1090,74,1338,17925
15000US060750131022,1501,1089,152,1349,17926
15000US060750132001,1798,1219,125,1673,17927
15000US060750132002,547,462,0,547,17928
15000US060750132003,1532,1056,88,1444,17929
15000US060750133001,706,465,136,570,17930
15000US060750133002,1119,767,16,1103,17931
15000US060750133003,1348,890,124,1224,17932
15000US060750133004,737,569,38,699,17933
15000US060750133005,651,463,31,620,17934
15000US060750134001,991,648,69,922,17935
15000US060750134002,1947,1511,74,1873,17936
15000US060750134003,1062,797,54,1008,17937
15000US060750135001,1402,1066,100,1302,17938
15000US060750135002,1302,750,82,1220,17939
15000US060750151001,1370,962,98,1272,17940
15000US060750151002,808,327,81,727,17941
15000US060750152001,2024,1161,54,1970,17942
15000US060750152002,1088,731,74,1014,17943
15000US060750152003,1155,717,94,1061,17944
15000US060750153001,990,659,66,924,17945
15000US060750153002,1244,714,150,1094,17946
15000US060750154001,1128,380,107,1021,17947
15000US060750154002,1159,771,47,1112,17948
15000US060750154003,1456,1017,87,1369,17949
15000US060750154004,877,464,46,831,17950
15000US060750154005,1541,1136,39,1502,17951
15000US060750155001,1785,990,187,1598,17952
15000US060750155002,1305,502,121,1184,17953
15000US060750155003,561,328,11,550,17954
15000US060750156001,660,271,6,654,17955
15000US060750156002,1635,865,226,1409,17956
15000US060750156003,979,463,48,931,17957
15000US060750157001,1423,604,209,1214,17958
15000US060750157002,1867,1370,123,1744,17959
15000US060750157003,1980,1079,100,1880,17960
15000US060750157004,3640,1528,774,2866,17961
15000US060750158011,506,97,34,472,17962
15000US060750158012,2327,750,137,2190,17963
15000US060750158013,1288,580,211,1077,17964
15000US060750158021,1962,1174,246,1716,17965
15000US060750158022,1359,926,99,1260,17966
15000US060750159001,1698,732,187,1511,17967
15000US060750159002,2634,830,211,2423,17968
15000US060750160001,2769,1240,249,2520,17969
15000US060750161001,1575,42,106,1469,17970
15000US060750161002,1106,473,36,1070,17971
15000US060750161003,947,195,12,935,17972
15000US060750161004,1870,575,107,1763,17973
15000US060750162001,735,397,90,645,17974
15000US060750162002,964,516,111,853,17975
15000US060750162003,1238,928,130,1108,17976
15000US060750163001,586,83,15,571,17977
15000US060750163002,1077,551,149,928,17978
15000US060750163003,2806,1796,263,2543,17979
15000US060750164001,2349,1644,181,2168,17980
15000US060750164002,1971,1208,109,1862,17981
15000US060750165001,2321,1138,409,1912,17982
15000US060750165002,1150,888,92,1058,17983
15000US060750165003,1299,1006,73,1226,17984
15000US060750165004,1120,812,128,992,17985
15000US060750166001,1980,1362,72,1908,17986
15000US060750166002,1252,852,108,1144,17987
15000US060750166003,1413,916,157,1256,17988
15000US060750166004,968,739,52,916,17989
15000US060750167001,1685,1352,148,1537,17990
15000US060750167002,578,416,84,494,17991
15000US060750167003,1183,863,131,1052,17992
15000US060750167004,1417,845,205,1212,17993
15000US060750168011,1176,867,62,1114,17994
15000US060750168012,1192,887,79,1113,17995
15000US060750168013,864,563,156,708,17996
15000US060750168021,972,567,107,865,17997
15000US060750168022,1406,770,194,1212,17998
15000US060750168023,915,398,339,576,17999
15000US060750169001,1859,1324,225,1634,18000
15000US060750169002,1048,703,63,985,18001
15000US060750170001,973,749,96,877,18002
15000US060750170002,2235,1715,129,2106,18003
15000US060750170003,751,558,54,697,18004
15000US060750171011,1515,1105,136,1379,18005
15000US060750171012,1210,1000,68,1142,18006
15000US060750171013,1089,909,60,1029,18007
15000US060750171021,1114,751,110,1004,18008
15000US060750171022,641,512,31,610,18009
15000US060750171023,2005,1688,131,1874,18010
15000US060750176011,0,0,0,0,18011
15000US060750176012,2390,833,319,2071,18012
15000US060750176013,2454,705,494,1960,18013
15000US060750176014,1408,340,75,1333,18014
15000US060750176015,1582,261,87,1495,18015
15000US060750177001,168,83,32,136,18016
15000US060750177002,1623,628,553,1070,18017
15000US060750178011,1094,164,18,1076,18018
15000US060750178012,2115,799,104,2011,18019
15000US060750178021,3168,1165,504,2664,18020
15000US060750178022,1688,732,268,1420,18021
15000US060750179021,3090,762,980,2110,18022
15000US060750180001,2175,868,252,1923,18023
15000US060750180002,1104,406,200,904,18024
15000US060750201001,1261,509,121,1140,18025
15000US060750201002,1823,503,1004,819,18026
15000US060750201003,1100,242,647,453,18027
15000US060750201004,1775,382,1013,762,18028
15000US060750202001,1085,601,106,979,18029
15000US060750202002,2316,1309,253,2063,18030
15000US060750202003,2612,1250,911,1701,18031
15000US060750203001,1245,678,129,1116,18032
15000US060750203002,737,557,73,664,18033
15000US060750203003,1179,780,244,935,18034
15000US060750204011,1188,820,82,1106,18035
15000US060750204012,721,514,15,706,18036
