GEOID,Total_population_e,NotHispanic_White_pop_e,Hispanic_or_Latino_population_e,Not_Hispanic_or_Latino_pop_e,OBJECTID
15000US060590423203,1021,801,69,952,11414
15000US060590423204,1697,861,503,1194,11415
15000US060590423231,1233,1182,23,1210,11416
15000US060590423232,1210,908,154,1056,11417
15000US060590423233,1149,1073,33,1116,11418
15000US060590423234,935,835,0,935,11419
15000US060590423241,1062,897,120,942,11420
15000US060590423242,993,945,48,945,11421
15000US060590423243,1228,1032,66,1162,11422
15000US060590423244,1378,1091,172,1206,11423
15000US060590423251,1940,1505,117,1823,11424
15000US060590423252,1802,1301,229,1573,11425
15000US060590423261,1951,947,640,1311,11426
15000US060590423262,2887,2091,205,2682,11427
15000US060590423271,2240,1532,412,1828,11428
15000US060590423272,646,347,152,494,11429
15000US060590423273,1808,1376,98,1710,11430
15000US060590423281,1502,1232,133,1369,11431
15000US060590423282,861,669,102,759,11432
15000US060590423291,1319,803,313,1006,11433
15000US060590423292,1266,970,158,1108,11434
15000US060590423293,1455,1035,94,1361,11435
15000US060590423301,2362,1070,466,1896,11436
15000US060590423302,620,321,299,321,11437
15000US060590423303,3614,1339,1602,2012,11438
15000US060590423311,2303,1670,200,2103,11439
15000US060590423312,2056,718,1181,875,11440
15000US060590423313,1362,1045,259,1103,11441
15000US060590423321,1131,963,102,1029,11442
15000US060590423322,1731,1056,123,1608,11443
15000US060590423323,2361,1953,248,2113,11444
15000US060590423331,1640,1325,56,1584,11445
15000US060590423332,2207,1437,88,2119,11446
15000US060590423341,1256,579,270,986,11447
15000US060590423342,1028,479,314,714,11448
15000US060590423343,1673,1077,261,1412,11449
15000US060590423344,1104,853,156,948,11450
15000US060590423351,1259,989,195,1064,11451
15000US060590423352,5224,3410,443,4781,11452
15000US060590423361,3368,2645,177,3191,11453
15000US060590423362,1312,1066,141,1171,11454
15000US060590423371,1100,757,143,957,11455
15000US060590423372,1425,955,124,1301,11456
15000US060590423373,1060,951,15,1045,11457
15000US060590423381,2690,2227,248,2442,11458
15000US060590423382,1969,1501,242,1727,11459
15000US060590423391,957,747,55,902,11460
15000US060590423392,1406,917,414,992,11461
15000US060590423393,1260,847,374,886,11462
15000US060590524041,895,266,285,610,11463
15000US060590524081,1336,889,204,1132,11464
15000US060590524082,1882,1288,190,1692,11465
15000US060590524083,1833,1502,124,1709,11466
15000US060590524084,1267,972,88,1179,11467
15000US060590524101,1409,737,263,1146,11468
15000US060590524102,679,640,39,640,11469
15000US060590524103,2219,716,830,1389,11470
15000US060590524104,1137,918,115,1022,11471
15000US060590524111,2197,753,1133,1064,11472
15000US060590524112,1723,721,583,1140,11473
15000US060590524113,1407,786,282,1125,11474
15000US060590524151,2101,1471,107,1994,11475
15000US060590524152,2162,1479,351,1811,11476
15000US060590524161,938,267,506,432,11477
15000US060590524162,2081,479,1168,913,11478
15000US060590524163,1306,1012,155,1151,11479
15000US060590524171,5204,1744,393,4811,11480
15000US060590524172,746,633,54,692,11481
15000US060590524173,3059,967,404,2655,11482
15000US060590524174,1205,404,120,1085,11483
15000US060590524181,1728,603,110,1618,11484
15000US060590524182,4784,1506,358,4426,11485
15000US060590524183,6124,1205,448,5676,11486
15000US060590524184,5072,2159,438,4634,11487
15000US060590524191,1632,687,168,1464,11488
15000US060590524192,1892,985,50,1842,11489
15000US060590524201,4345,1046,290,4055,11490
15000US060590524202,7005,2547,491,6514,11491
15000US060590524203,7499,2454,238,7261,11492
15000US060590524204,3878,1201,85,3793,11493
15000US060590524211,1961,924,219,1742,11494
15000US060590524212,1065,646,13,1052,11495
15000US060590524213,1252,531,134,1118,11496
15000US060590524214,1058,425,80,978,11497
15000US060590524221,1678,1214,263,1415,11498
15000US060590524222,1836,592,334,1502,11499
15000US060590524223,1075,794,89,986,11500
15000US060590524231,1512,1234,95,1417,11501
15000US060590524232,2792,1104,884,1908,11502
15000US060590524233,1767,756,476,1291,11503
15000US060590524241,1780,945,471,1309,11504
15000US060590524242,2174,1166,335,1839,11505
15000US060590524243,1211,687,242,969,11506
15000US060590524251,1587,1092,275,1312,11507
15000US060590524252,771,578,97,674,11508
15000US060590524253,1230,910,258,972,11509
15000US060590524254,2424,1152,665,1759,11510
15000US060590524261,1449,1066,147,1302,11511
15000US060590524262,8796,3515,630,8166,11512
15000US060590524263,1712,1234,95,1617,11513
15000US060590524271,2455,1470,309,2146,11514
15000US060590524272,2970,1577,332,2638,11515
15000US060590524281,1046,800,0,1046,11516
15000US060590524282,866,639,170,696,11517
15000US060590524283,1314,904,358,956,11518
15000US060590524284,2265,1534,208,2057,11519
15000US060590524285,1029,472,116,913,11520
15000US060590525021,1292,648,321,971,11521
15000US060590525022,1566,943,136,1430,11522
15000US060590525023,2321,853,887,1434,11523
15000US060590525024,1092,639,234,858,11524
15000US060590525051,735,198,95,640,11525
15000US060590525052,1900,804,427,1473,11526
15000US060590525053,1008,402,249,759,11527
15000US060590525054,1556,857,141,1415,11528
15000US060590525061,881,567,135,746,11529
15000US060590525062,1584,761,155,1429,11530
15000US060590525111,1375,869,0,1375,11531
15000US060590525112,493,317,26,467,11532
15000US060590525113,714,399,30,684,11533
15000US060590525114,1330,663,185,1145,11534
15000US060590525115,882,443,56,826,11535
15000US060590525116,1146,697,29,1117,11536
15000US060590525131,964,308,131,833,11537
15000US060590525132,700,295,78,622,11538
15000US060590525133,1073,749,68,1005,11539
15000US060590525134,915,614,34,881,11540
15000US060590525135,1089,808,34,1055,11541
15000US060590525136,1103,743,92,1011,11542
15000US060590525141,1616,864,187,1429,11543
15000US060590525142,1769,1046,213,1556,11544
15000US060590525143,1207,667,109,1098,11545
15000US060590525144,1151,587,133,1018,11546
15000US060590525151,2249,1119,140,2109,11547
15000US060590525152,1651,295,300,1351,11548
15000US060590525153,2398,731,460,1938,11549
15000US060590525154,1813,856,22,1791,11550
15000US060590525155,1242,223,81,1161,11551
15000US060590525171,2503,1249,150,2353,11552
15000US060590525172,6830,3341,449,6381,11553
15000US060590525173,2755,680,29,2726,11554
15000US060590525181,5223,3171,437,4786,11555
15000US060590525191,1036,597,60,976,11556
15000US060590525192,1105,680,80,1025,11557
15000US060590525193,1001,623,56,945,11558
15000US060590525194,1265,753,91,1174,11559
15000US060590525201,1425,907,88,1337,11560
15000US060590525202,1424,909,126,1298,11561
15000US060590525203,703,333,16,687,11562
15000US060590525211,1829,1088,151,1678,11563
15000US060590525212,1251,509,259,992,11564
15000US060590525213,1090,276,67,1023,11565
15000US060590525214,1169,176,447,722,11566
15000US060590525221,1243,421,127,1116,11567
15000US060590525222,1352,654,44,1308,11568
15000US060590525223,1722,537,201,1521,11569
15000US060590525231,943,548,207,736,11570
15000US060590525232,769,329,5,764,11571
15000US060590525233,1354,567,153,1201,11572
15000US060590525234,1033,414,65,968,11573
15000US060590525241,891,328,65,826,11574
15000US060590525242,1704,626,738,966,11575
15000US060590525243,1610,476,199,1411,11576
15000US060590525244,2624,557,1233,1391,11577
15000US060590525245,2214,881,739,1475,11578
15000US060590525251,3939,977,330,3609,11579
15000US060590525252,868,547,0,868,11580
15000US060590525253,966,448,16,950,11581
15000US060590525254,1936,390,121,1815,11582
15000US060590525255,1855,782,402,1453,11583
15000US060590525256,1232,238,37,1195,11584
15000US060590525257,1969,688,26,1943,11585
15000US060590525258,3454,512,536,2918,11586
15000US060590525259,715,446,57,658,11587
15000US060590525261,1670,606,387,1283,11588
15000US060590525262,2928,1168,311,2617,11589
15000US060590525271,3458,1365,70,3388,11590
15000US060590525272,3396,1462,231,3165,11591
15000US060590525273,1211,300,112,1099,11592
15000US060590525274,1229,318,196,1033,11593
15000US060590525281,575,274,108,467,11594
15000US060590525282,1186,497,168,1018,11595
15000US060590525283,1478,565,471,1007,11596
15000US060590525284,751,126,249,502,11597
15000US060590626041,810,751,0,810,11598
15000US060590626042,9100,4675,972,8128,11599
15000US060590626043,1887,1646,125,1762,11600
15000US060590626044,2810,1528,42,2768,11601
15000US060590626045,964,964,0,964,11602
15000US060590626051,496,425,27,469,11603
15000US060590626052,800,722,27,773,11604
15000US060590626053,416,379,37,379,11605
15000US060590626054,1327,1042,157,1170,11606
15000US060590626101,842,589,22,820,11607
15000US060590626102,7790,3910,868,6922,11608
15000US060590626111,616,225,0,616,11609
15000US060590626112,2132,416,226,1906,11610
15000US060590626113,1784,1017,271,1513,11611
15000US060590626121,1979,1325,85,1894,11612
15000US060590626122,995,672,59,936,11613
15000US060590626123,1519,837,11,1508,11614
15000US060590626124,505,417,17,488,11615
15000US060590626125,1955,990,61,1894,11616
15000US060590626126,1483,1097,121,1362,11617
15000US060590626141,6923,2566,1554,5369,11618
15000US060590626142,2388,1198,341,2047,11619
15000US060590626143,7631,2539,1804,5827,11620
15000US060590626191,1021,857,80,941,11621
15000US060590626192,918,706,174,744,11622
15000US060590626193,882,831,0,882,11623
15000US060590626194,1143,984,106,1037,11624
15000US060590626201,1098,1012,39,1059,11625
15000US060590626202,1874,1312,216,1658,11626
15000US060590626203,767,713,0,767,11627
15000US060590626204,1433,1290,19,1414,11628
15000US060590626211,1637,1048,376,1261,11629
15000US060590626212,1830,1044,399,1431,11630
15000US060590626213,4139,2340,315,3824,11631
15000US060590626221,435,373,14,421,11632
15000US060590626222,747,631,14,733,11633
15000US060590626223,1079,852,54,1025,11634
15000US060590626224,421,332,74,347,11635
15000US060590626225,1264,793,81,1183,11636
15000US060590626251,651,494,31,620,11637
15000US060590626252,897,752,82,815,11638
15000US060590626253,1247,703,269,978,11639
15000US060590626254,1589,70,1466,123,11640
15000US060590626261,1727,651,238,1489,11641
15000US060590626262,1506,423,290,1216,11642
15000US060590626271,1818,805,273,1545,11643
15000US060590626272,966,244,133,833,11644
15000US060590626273,803,303,84,719,11645
15000US060590626281,1241,458,128,1113,11646
15000US060590626282,2418,1134,285,2133,11647
15000US060590626291,2005,1292,96,1909,11648
15000US060590626292,745,429,5,740,11649
15000US060590626301,1937,1169,90,1847,11650
15000US060590626311,877,509,52,825,11651
15000US060590626312,575,381,10,565,11652
15000US060590626313,1011,579,26,985,11653
15000US060590626314,673,539,29,644,11654
15000US060590626321,965,836,86,879,11655
15000US060590626322,643,536,73,570,11656
15000US060590626323,846,666,33,813,11657
15000US060590626324,1214,1065,55,1159,11658
15000US060590626331,3544,2239,451,3093,11659
15000US060590626332,3079,2148,201,2878,11660
15000US060590626341,854,459,163,691,11661
15000US060590626342,2590,1567,346,2244,11662
15000US060590626343,1273,745,122,1151,11663
15000US060590626344,834,637,54,780,11664
15000US060590626351,1130,809,200,930,11665
15000US060590626352,1790,1140,245,1545,11666
15000US060590626353,1388,793,270,1118,11667
15000US060590626361,1464,798,202,1262,11668
15000US060590626362,1246,707,252,994,11669
15000US060590626363,1210,589,300,910,11670
15000US060590626371,1914,1024,451,1463,11671
15000US060590626372,1485,979,242,1243,11672
15000US060590626373,1008,710,148,860,11673
15000US060590626381,1128,746,137,991,11674
15000US060590626382,2840,1317,572,2268,11675
15000US060590626383,2505,1650,413,2092,11676
15000US060590626391,1465,1184,66,1399,11677
15000US060590626392,2664,1702,146,2518,11678
15000US060590626393,2075,1206,335,1740,11679
15000US060590626394,1709,1156,176,1533,11680
15000US060590626401,2278,1115,487,1791,11681
15000US060590626402,1471,1161,191,1280,11682
15000US060590626411,2971,1587,665,2306,11683
15000US060590626412,1421,673,548,873,11684
15000US060590626413,831,659,60,771,11685
15000US060590626421,610,495,0,610,11686
15000US060590626422,995,778,143,852,11687
15000US060590626423,1041,935,0,1041,11688
15000US060590626431,1320,729,0,1320,11689
15000US060590626432,1510,1253,81,1429,11690
15000US060590626433,1051,670,0,1051,11691
15000US060590626434,869,665,2,867,11692
15000US060590626435,1264,909,118,1146,11693
15000US060590626436,864,589,31,833,11694
15000US060590626441,2199,2037,0,2199,11695
15000US060590626442,2159,1889,211,1948,11696
15000US060590626443,3302,2447,239,3063,11697
15000US060590626444,1279,971,239,1040,11698
15000US060590626451,2171,1878,58,2113,11699
15000US060590626452,860,592,114,746,11700
15000US060590626453,975,706,86,889,11701
15000US060590626454,959,712,125,834,11702
15000US060590626455,1716,1172,115,1601,11703
15000US060590626461,569,413,33,536,11704
15000US060590626462,926,594,13,913,11705
15000US060590626463,1533,1194,56,1477,11706
15000US060590626464,702,592,15,687,11707
15000US060590626471,2239,823,626,1613,11708
15000US060590626472,484,376,33,451,11709
15000US060590626473,792,438,185,607,11710
15000US060590626474,911,724,0,911,11711
15000US060590626481,505,438,16,489,11712
15000US060590626482,875,663,27,848,11713
15000US060590626483,1253,1049,47,1206,11714
15000US060590626491,1290,1031,47,1243,11715
15000US060590626492,1311,867,287,1024,11716
15000US060590626493,605,454,61,544,11717
15000US060590627011,1775,1498,154,1621,11718
15000US060590627012,877,728,100,777,11719
15000US060590627021,896,677,204,692,11720
15000US060590627022,849,798,51,798,11721
15000US060590627023,1204,1009,112,1092,11722
15000US060590627024,626,407,118,508,11723
15000US060590627025,986,898,45,941,11724
15000US060590628001,801,694,107,694,11725
15000US060590628002,1290,1023,162,1128,11726
15000US060590628003,1061,930,33,1028,11727
15000US060590628004,913,897,0,913,11728
15000US060590629001,833,755,37,796,11729
15000US060590629002,686,615,40,646,11730
15000US060590630041,1792,1545,105,1687,11731
15000US060590630042,1867,1446,144,1723,11732
15000US060590630043,1103,963,55,1048,11733
15000US060590630044,1773,1567,143,1630,11734
15000US060590630051,698,666,24,674,11735
15000US060590630052,616,499,11,605,11736
15000US060590630061,1172,1101,52,1120,11737
15000US060590630062,1691,1592,80,1611,11738
15000US060590630071,1190,908,118,1072,11739
15000US060590630072,2287,1774,53,2234,11740
15000US060590630073,1893,1269,216,1677,11741
15000US060590630074,885,865,20,865,11742
15000US060590630081,830,722,38,792,11743
15000US060590630091,1721,1438,110,1611,11744
15000US060590630101,1050,835,57,993,11745
15000US060590630102,1809,1439,155,1654,11746
15000US060590630103,2741,2444,58,2683,11747
15000US060590630104,1776,1562,63,1713,11748
15000US060590631011,2181,1305,683,1498,11749
15000US060590631012,829,678,69,760,11750
15000US060590631021,2057,1485,394,1663,11751
15000US060590631022,1954,1326,529,1425,11752
15000US060590631023,1444,1038,314,1130,11753
15000US060590631024,1381,1185,147,1234,11754
15000US060590631031,1238,1021,174,1064,11755
15000US060590631032,1295,1041,197,1098,11756
15000US060590632011,1286,894,202,1084,11757
15000US060590632012,1157,713,324,833,11758
15000US060590632013,1494,1083,300,1194,11759
15000US060590632021,794,368,270,524,11760
15000US060590632022,912,690,108,804,11761
15000US060590632023,1268,1105,10,1258,11762
15000US060590632024,870,482,298,572,11763
15000US060590633011,1138,832,235,903,11764
15000US060590633012,1199,1034,91,1108,11765
15000US060590633013,675,485,143,532,11766
15000US060590633021,977,945,14,963,11767
15000US060590633022,856,712,95,761,11768
15000US060590633023,1347,1132,104,1243,11769
15000US060590633024,842,732,94,748,11770
15000US060590634001,866,756,61,805,11771
15000US060590634002,1151,985,13,1138,11772
15000US060590634003,1056,840,48,1008,11773
15000US060590634004,678,516,63,615,11774
15000US060590634005,1029,836,40,989,11775
15000US060590635001,1694,1193,276,1418,11776
15000US060590635002,1177,1118,7,1170,11777
15000US060590635003,870,591,251,619,11778
15000US060590635004,1123,948,67,1056,11779
15000US060590635005,767,643,46,721,11780
15000US060590635006,1257,1177,67,1190,11781
15000US060590636011,1916,1357,405,1511,11782
15000US060590636012,1566,689,769,797,11783
15000US060590636013,480,330,114,366,11784
15000US060590636031,1505,1197,151,1354,11785
15000US060590636032,1381,1235,108,1273,11786
15000US060590636033,1938,1368,148,1790,11787
15000US060590636034,1462,472,871,591,11788
15000US060590636041,1431,220,1180,251,11789
15000US060590636042,2381,1028,960,1421,11790
15000US060590636051,1473,183,1213,260,11791
15000US060590636052,2090,882,1086,1004,11792
15000US060590636053,1974,70,1845,129,11793
15000US060590637011,1062,221,793,269,11794
15000US060590637012,1428,350,1034,394,11795
15000US060590637013,1899,252,1602,297,11796
15000US060590637014,1400,141,1180,220,11797
15000US060590637021,1041,447,414,627,11798
15000US060590637022,559,353,152,407,11799
15000US060590637023,886,498,265,621,11800
15000US060590637024,2052,384,1592,460,11801
15000US060590637025,1151,463,669,482,11802
15000US060590638021,1847,851,798,1049,11803
15000US060590638022,1076,977,27,1049,11804
15000US060590638031,1090,966,31,1059,11805
15000US060590638032,1148,642,413,735,11806
15000US060590638033,1055,564,350,705,11807
15000US060590638034,1185,423,579,606,11808
15000US060590638051,1200,803,262,938,11809
15000US060590638052,1322,1163,105,1217,11810
15000US060590638061,1389,541,629,760,11811
15000US060590638062,1086,827,194,892,11812
15000US060590638063,1466,1258,89,1377,11813
15000US060590638071,2773,1693,346,2427,11814
15000US060590638072,1974,642,816,1158,11815
15000US060590638081,4125,477,3365,760,11816
15000US060590638082,1925,708,1118,807,11817
15000US060590639021,2161,1344,383,1778,11818
15000US060590639022,1679,1009,321,1358,11819
15000US060590639023,1254,508,458,796,11820
15000US060590639024,1956,663,907,1049,11821
15000US060590639031,2460,704,1190,1270,11822
15000US060590639032,1489,863,380,1109,11823
15000US060590639041,1738,1076,442,1296,11824
15000US060590639042,2011,791,801,1210,11825
15000US060590639043,1186,95,937,249,11826
15000US060590639051,1690,1199,248,1442,11827
15000US060590639052,1256,719,343,913,11828
15000US060590639053,1671,1047,383,1288,11829
15000US060590639061,2059,893,995,1064,11830
15000US060590639062,1445,408,964,481,11831
15000US060590639063,2627,1072,979,1648,11832
15000US060590639071,3350,1276,426,2924,11833
15000US060590639072,2455,1626,226,2229,11834
15000US060590639073,2448,1164,499,1949,11835
15000US060590639081,1224,385,218,1006,11836
15000US060590639082,2143,775,721,1422,11837
15000US060590639083,828,613,194,634,11838
15000US060590639084,1393,805,229,1164,11839
15000US060590740031,4023,960,2543,1480,11840
15000US060590740041,2721,686,1818,903,11841
15000US060590740042,1522,48,1381,141,11842
15000US060590740043,1381,836,308,1073,11843
15000US060590740044,2917,326,1399,1518,11844
15000US060590740051,1652,212,1331,321,11845
15000US060590740052,2215,131,1716,499,11846
15000US060590740053,2452,213,1866,586,11847
15000US060590740054,1524,327,948,576,11848
15000US060590740061,1283,139,840,443,11849
15000US060590740062,1558,375,825,733,11850
15000US060590740063,2888,394,2195,693,11851
15000US060590741021,2019,95,1597,422,11852
15000US060590741022,1896,157,1443,453,11853
15000US060590741023,2969,75,2789,180,11854
15000US060590741031,1620,159,1390,230,11855
15000US060590741032,1046,24,1002,44,11856
15000US060590741033,2498,114,2213,285,11857
15000US060590741061,2568,403,1878,690,11858
15000US060590741062,2766,453,1926,840,11859
15000US060590741063,1450,227,824,626,11860
15000US060590741071,2212,337,1820,392,11861
15000US060590741072,2381,1367,350,2031,11862
15000US060590741073,1971,654,402,1569,11863
15000US060590741081,3247,204,2752,495,11864
15000US060590741082,1659,44,1536,123,11865
15000US060590741091,2023,18,1724,299,11866
15000US060590741092,1565,54,1406,159,11867
15000US060590741101,2687,326,1289,1398,11868
15000US060590741102,1282,250,530,752,11869
15000US060590741111,1674,334,950,724,11870
15000US060590741112,1377,131,1062,315,11871
15000US060590741113,2676,507,1562,1114,11872
15000US060590742001,1407,9,1315,92,11873
15000US060590742002,1147,37,1083,64,11874
15000US060590742003,3489,281,3108,381,11875
15000US060590742004,3257,17,3195,62,11876
15000US060590743001,2392,104,2264,128,11877
15000US060590743002,1701,56,1608,93,11878
15000US060590744031,3388,117,3222,166,11879
15000US060590744032,2650,22,2497,153,11880
15000US060590744051,1752,17,1715,37,11881
15000US060590744052,2848,280,2321,527,11882
15000US060590744053,1321,0,1290,31,11883
15000US060590744061,956,98,759,197,11884
15000US060590744062,1243,38,1165,78,11885
15000US060590744063,1154,40,1076,78,11886
15000US060590744071,2701,88,2601,100,11887
15000US060590744072,3099,530,2244,855,11888
15000US060590744081,2918,162,2460,458,11889
15000US060590744082,1287,194,937,350,11890
15000US060590744083,1801,155,1601,200,11891
15000US060590745011,1848,14,1690,158,11892
15000US060590745012,2070,0,1988,82,11893
15000US060590745013,1282,0,1282,0,11894
15000US060590745014,1984,25,1673,311,11895
15000US060590745021,3189,74,2915,274,11896
15000US060590745022,2615,9,2539,76,11897
15000US060590746011,1409,14,1395,14,11898
15000US060590746012,1247,53,1153,94,11899
15000US060590746013,1193,42,1151,42,11900
15000US060590746014,1531,205,1230,301,11901
15000US060590746015,2251,91,2062,189,11902
15000US060590746021,792,0,792,0,11903
15000US060590746022,1944,3,1941,3,11904
15000US060590746023,1381,51,1330,51,11905
15000US060590746024,2064,49,1957,107,11906
15000US060590746025,2044,24,2010,34,11907
15000US060590747011,3090,65,2876,214,11908
15000US060590747012,2627,63,2381,246,11909
15000US060590747013,2668,26,2352,316,11910
15000US060590747021,1967,93,1874,93,11911
15000US060590747022,2270,52,2122,148,11912
15000US060590747023,2010,62,1922,88,11913
15000US060590748011,1823,12,1770,53,11914
15000US060590748012,2006,22,1927,79,11915
15000US060590748013,2496,35,2231,265,11916
15000US060590748021,1570,4,1202,368,11917
15000US060590748022,2701,64,2411,290,11918
15000US060590748023,2908,51,2740,168,11919
15000US060590748031,4940,245,3898,1042,11920
15000US060590748032,2744,137,1918,826,11921
15000US060590748033,1094,35,595,499,11922
15000US060590748051,3762,84,3631,131,11923
15000US060590748052,1780,59,1675,105,11924
15000US060590748061,2268,17,2166,102,11925
15000US060590748062,2851,96,2548,303,11926
15000US060590749011,2111,24,2057,54,11927
15000US060590749012,1777,31,1504,273,11928
15000US060590749013,2349,0,2311,38,11929
15000US060590749014,2109,8,2057,52,11930
15000US060590749015,1995,22,1950,45,11931
15000US060590749021,2460,79,2332,128,11932
15000US060590749022,1489,98,1382,107,11933
15000US060590749023,2332,11,2321,11,11934
15000US060590750021,1692,24,1546,146,11935
15000US060590750022,2670,196,2378,292,11936
15000US060590750023,2586,0,2586,0,11937
15000US060590750024,1288,215,691,597,11938
15000US060590750031,1529,57,1459,70,11939
15000US060590750032,2932,30,2872,60,11940
15000US060590750033,2730,77,2574,156,11941
15000US060590750041,3178,70,2977,201,11942
15000US060590750042,2143,120,2015,128,11943
15000US060590751001,4499,1080,3171,1328,11944
15000US060590751002,1221,254,899,322,11945
15000US060590751003,2568,234,2267,301,11946
15000US060590751004,1921,187,1461,460,11947
15000US060590752011,3842,124,3475,367,11948
15000US060590752012,2305,41,2050,255,11949
15000US060590752021,2496,74,2224,272,11950
15000US060590752022,3230,146,2974,256,11951
15000US060590753011,3272,213,2546,726,11952
15000US060590753012,1179,652,374,805,11953
15000US060590753013,1949,402,1346,603,11954
15000US060590753021,1991,223,1711,280,11955
15000US060590753022,2605,508,1982,623,11956
15000US060590753031,1112,75,1027,85,11957
15000US060590753032,929,657,148,781,11958
15000US060590753033,1166,498,448,718,11959
15000US060590754011,1615,781,589,1026,11960
15000US060590754012,2510,901,1336,1174,11961
15000US060590754031,1139,424,580,559,11962
15000US060590754032,1539,116,1385,154,11963
15000US060590754033,2870,705,1847,1023,11964
15000US060590754034,1740,259,1026,714,11965
15000US060590754041,1426,540,564,862,11966
15000US060590754042,1255,338,520,735,11967
15000US060590754043,1405,338,920,485,11968
15000US060590754044,2479,279,2135,344,11969
15000US060590754051,1714,648,915,799,11970
15000US060590754052,1518,604,860,658,11971
15000US060590755041,2617,1567,860,1757,11972
15000US060590755042,1613,835,486,1127,11973
15000US060590755051,1587,419,837,750,11974
15000US060590755052,2128,1136,568,1560,11975
15000US060590755061,1898,909,621,1277,11976
15000US060590755062,1607,799,317,1290,11977
15000US060590755071,1928,680,833,1095,11978
15000US060590755072,1074,290,462,612,11979
15000US060590755073,2621,727,1338,1283,11980
15000US060590755121,2430,223,1484,946,11981
15000US060590755122,1744,432,697,1047,11982
15000US060590755131,3089,285,2106,983,11983
15000US060590755132,2301,440,1180,1121,11984
15000US060590755141,2136,336,1191,945,11985
15000US060590755142,1650,117,1396,254,11986
15000US060590755151,4159,2195,487,3672,11987
15000US060590755152,2481,503,916,1565,11988
15000US060590755153,6594,621,5248,1346,11989
15000US060590755154,4882,1263,340,4542,11990
15000US060590756031,1159,855,46,1113,11991
15000US060590756032,1406,1181,167,1239,11992
15000US060590756033,1396,792,555,841,11993
15000US060590756041,1533,1250,36,1497,11994
15000US060590756042,1944,1350,261,1683,11995
15000US060590756043,751,534,105,646,11996
15000US060590756044,1137,685,420,717,11997
15000US060590756045,2623,1600,204,2419,11998
15000US060590756051,758,681,19,739,11999
15000US060590756052,1813,725,147,1666,12000
15000US060590756053,813,713,40,773,12001
15000US060590756054,1088,575,326,762,12002
15000US060590756055,1012,523,158,854,12003
15000US060590756061,1634,1347,35,1599,12004
15000US060590756062,628,270,0,628,12005
15000US060590756063,1630,1013,468,1162,12006
15000US060590756064,3231,1782,151,3080,12007
15000US060590756071,755,248,0,755,12008
15000US060590756072,2210,1115,269,1941,12009
15000US060590756073,1164,513,71,1093,12010
15000US060590756074,1158,485,157,1001,12011
15000US060590756075,583,321,82,501,12012
15000US060590757011,1437,1100,145,1292,12013
15000US060590757012,3020,369,2229,791,12014
15000US060590757013,1066,251,659,407,12015
15000US060590757014,1910,1246,306,1604,12016
15000US060590757021,1150,811,195,955,12017
15000US060590757022,1059,1002,24,1035,12018
15000US060590757023,1380,1097,177,1203,12019
15000US060590757031,2306,1334,296,2010,12020
15000US060590757032,1977,1563,127,1850,12021
15000US060590758051,1519,301,1173,346,12022
15000US060590758052,1690,1382,196,1494,12023
15000US060590758053,1414,581,756,658,12024
15000US060590758061,1092,694,389,703,12025
15000US060590758062,1082,708,163,919,12026
15000US060590758063,1361,179,1162,199,12027
15000US060590758064,2315,1133,1099,1216,12028
15000US060590758065,1005,207,684,321,12029
15000US060590758071,1165,671,461,704,12030
15000US060590758072,1949,920,652,1297,12031
15000US060590758073,821,224,551,270,12032
15000US060590758081,1263,902,174,1089,12033
15000US060590758082,1996,1210,661,1335,12034
15000US060590758091,1025,673,41,984,12035
15000US060590758092,919,676,134,785,12036
15000US060590758093,952,762,65,887,12037
15000US060590758101,1383,773,122,1261,12038
15000US060590758102,1762,1192,189,1573,12039
15000US060590758111,1779,1060,430,1349,12040
15000US060590758112,1349,98,1251,98,12041
15000US060590758121,2982,241,2597,385,12042
15000US060590758122,1294,908,233,1061,12043
15000US060590758123,1250,827,385,865,12044
15000US060590758124,1155,717,205,950,12045
15000US060590758131,1943,1333,206,1737,12046
15000US060590758132,816,248,526,290,12047
15000US060590758133,1999,1305,354,1645,12048
15000US060590758141,2166,1192,292,1874,12049
15000US060590758142,780,448,88,692,12050
15000US060590758151,2324,1289,806,1518,12051
15000US060590758152,1919,556,880,1039,12052
15000US060590758153,891,630,208,683,12053
15000US060590758161,2658,697,1675,983,12054
15000US060590758162,1207,668,183,1024,12055
15000US060590759011,486,437,42,444,12056
15000US060590759012,920,770,88,832,12057
15000US060590759013,2665,1083,1405,1260,12058
15000US060590759021,1215,870,301,914,12059
15000US060590759022,2114,970,993,1121,12060
15000US060590759023,1347,904,405,942,12061
15000US060590759024,1596,676,837,759,12062
15000US060590759025,490,325,135,355,12063
15000US060590760001,797,413,279,518,12064
15000US060590760002,3056,1453,811,2245,12065
15000US060590760003,1441,377,995,446,12066
15000US060590760004,1623,451,948,675,12067
15000US060590760005,1803,433,1322,481,12068
15000US060590761011,5174,1881,2146,3028,12069
15000US060590761012,1961,722,764,1197,12070
15000US060590761013,1135,342,546,589,12071
15000US060590761014,1870,662,1110,760,12072
15000US060590761021,1302,258,795,507,12073
15000US060590761022,3449,1493,1539,1910,12074
15000US060590761023,1831,243,919,912,12075
15000US060590761024,1236,491,257,979,12076
15000US060590761031,1944,321,1309,635,12077
15000US060590761032,1843,247,1251,592,12078
15000US060590761033,2943,420,1668,1275,12079
15000US060590761034,2148,415,1165,983,12080
15000US060590762011,1369,792,211,1158,12081
15000US060590762012,543,430,113,430,12082
